Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_t,char_o,char_a,char_n,char_i,char_r,char_s,char_h,char_l,char_d,char_c,char_u,char_f,char_m,char_p,char_g,char_y,char_b,char_w,char_ſ,char_v,char_ī,char_k,char_é,Language
'A Highland Seer',e,12.27,t,9.09,o,8.1,a,7.39,n,7.25,i,7.22,r,6.71,s,6.45,h,4.45,l,3.88,12.27,9.09,8.1,7.39,7.25,7.22,6.71,6.45,4.45,3.88,3.6,3.4,3.12,2.84,2.37,2.28,2.22,1.94,1.78,1.54,,,,,,English
(Illustrated by Blanche Fisher Wright),e,11.97,t,8.77,a,8.09,o,7.74,n,6.51,i,6.41,r,5.72,h,5.71,s,5.47,l,5.19,11.97,8.77,7.74,8.09,6.51,6.41,5.72,5.47,5.71,5.19,4.46,2.64,2.5,1.81,2.68,1.99,2.26,2.79,2.07,2.62,,,,,,English
A London Antiquary,e,11.58,t,8.3,o,8.3,a,8.29,n,7.13,r,6.83,s,6.67,i,6.64,h,4.64,l,4.2,11.58,8.3,8.3,8.29,7.13,6.64,6.83,6.67,4.64,4.2,3.64,3.23,2.75,2.33,2.45,2.38,2.54,1.87,1.75,1.77,,,,,,English
A. A. Milne,e,11.63,t,9.61,o,8.3,a,8.02,i,6.92,n,6.67,h,6.55,s,5.77,r,5.19,d,4.46,11.63,9.61,8.3,8.02,6.67,6.92,5.19,5.77,6.55,4.27,4.46,2.06,2.93,1.87,2.22,1.76,2.17,2.64,1.83,2.68,,,,,,English
A. C. Bradley,e,12.87,t,9.61,a,7.8,i,7.6,o,7.5,s,7.32,n,6.84,h,6.29,r,5.67,l,3.92,12.87,9.61,7.5,7.8,6.84,7.6,5.67,7.32,6.29,3.92,3.61,2.82,2.57,2.52,2.45,1.83,1.79,1.62,1.43,1.81,,,,,,English
A. C. Hobbs,e,12.68,t,10.09,o,7.88,i,6.92,a,6.91,n,6.78,s,6.15,r,6.06,h,5.77,l,4.09,12.68,10.09,7.88,6.91,6.78,6.92,6.06,6.15,5.77,4.09,3.48,3.76,2.53,2.46,2.32,2.24,1.68,1.65,2.06,1.72,,,,,,English
A. Conan Doyle,e,12.27,t,9.07,a,8.1,o,7.78,i,7.0,n,6.64,h,6.59,s,6.24,r,5.76,d,4.25,12.27,9.07,7.78,8.1,6.64,7.0,5.76,6.24,6.59,3.97,4.25,2.49,2.99,2.09,2.7,1.64,1.85,2.17,1.48,2.56,,,,,,English
A. E. (Arno Erdman) Schmidt,e,12.68,t,9.69,a,7.94,o,7.21,r,7.14,i,6.59,n,6.54,s,6.52,h,5.16,l,3.87,12.68,9.69,7.21,7.94,6.54,6.59,7.14,6.52,5.16,3.87,3.42,3.0,3.13,2.66,2.42,2.5,1.98,1.7,1.61,1.83,,,,,,English
A. E. Housman,e,12.23,t,9.08,o,8.03,a,7.43,n,7.06,i,6.53,r,6.42,s,5.95,h,5.65,l,4.89,12.23,9.08,8.03,7.43,7.06,6.53,6.42,5.95,5.65,4.89,4.37,2.21,2.92,2.13,2.43,1.75,2.27,2.16,1.6,2.47,,,,,,English
A. M. Barnard,e,12.67,t,8.31,a,8.25,o,7.46,n,7.0,i,6.79,r,6.27,s,6.24,h,5.8,d,4.65,12.67,8.31,7.46,8.25,7.0,6.79,6.27,6.24,5.8,4.14,4.65,2.4,2.84,2.21,2.73,1.85,2.02,2.33,1.38,2.3,,,,,,English
A. T. Mahan,e,12.83,t,9.64,a,8.0,o,7.39,n,7.32,i,6.93,s,6.34,r,6.2,h,5.97,d,3.95,12.83,9.64,7.39,8.0,7.32,6.93,6.2,6.34,5.97,3.69,3.95,3.06,2.56,2.94,2.17,2.04,1.89,1.58,1.49,1.98,,,,,,English
A. W. Tozer,e,12.65,t,9.51,o,8.04,i,7.45,a,7.2,n,6.89,s,6.5,h,6.11,r,5.94,l,4.04,12.65,9.51,8.04,7.2,6.89,7.45,5.94,6.5,6.11,4.04,3.78,2.58,2.75,2.61,2.26,1.81,2.15,1.81,1.52,2.14,,,,,,English
Abd Salam Shabeeny,e,12.59,t,9.41,a,8.52,o,7.81,i,6.92,n,6.77,r,6.62,s,6.07,h,5.63,d,3.81,12.59,9.41,7.81,8.52,6.77,6.92,6.62,6.07,5.63,3.52,3.81,3.14,2.8,2.63,2.68,1.92,1.76,1.66,1.75,1.69,,,,,,English
Abraham Lincoln,e,12.25,t,9.51,o,8.09,a,7.65,n,7.29,i,7.17,r,6.26,s,5.89,h,5.11,l,4.08,12.25,9.51,8.09,7.65,7.29,7.17,6.26,5.89,5.11,4.08,4.01,3.04,2.82,2.33,2.42,2.07,2.12,1.92,1.52,2.16,,,,,,English
Abram J. Dittenhoefer,e,12.76,t,9.48,a,7.77,o,7.66,n,7.66,i,7.26,r,6.28,s,5.86,h,5.2,l,4.14,12.76,9.48,7.66,7.77,7.66,7.26,6.28,5.86,5.2,4.14,4.0,3.25,2.53,2.44,2.4,2.06,1.9,1.74,1.51,1.93,,,,,,English
Adam Smith,e,12.93,t,9.9,o,8.15,a,7.51,n,7.04,i,6.76,r,6.62,s,5.79,h,5.7,l,3.52,12.93,9.9,8.15,7.51,7.04,6.76,6.62,5.79,5.7,3.52,3.38,3.3,2.99,2.78,2.52,2.31,1.58,1.9,1.59,1.58,,,,,,English
Adelin Balch Coit,e,11.53,t,9.64,o,9.27,a,7.16,r,7.08,i,6.94,n,6.9,s,4.89,c,3.7,h,3.6,11.53,9.64,9.27,7.16,6.9,6.94,7.08,4.89,3.6,3.59,3.54,3.7,3.32,3.05,2.28,3.03,2.43,1.69,1.98,1.73,,,,,,English
Aeschylus,e,12.57,t,8.92,a,8.0,o,7.73,n,6.71,s,6.63,h,6.43,i,6.38,r,6.35,l,4.38,12.57,8.92,7.73,8.0,6.71,6.38,6.35,6.63,6.43,4.38,4.08,2.51,2.49,2.47,2.44,1.8,2.36,1.93,1.41,2.3,,,,,,English
Aesop,e,12.69,t,9.46,a,8.14,o,7.82,h,6.81,n,6.7,i,6.41,s,5.85,r,5.55,d,4.57,12.69,9.46,7.82,8.14,6.7,6.41,5.55,5.85,6.81,3.81,4.57,2.33,2.93,2.47,2.41,1.8,2.17,1.92,1.59,2.33,,,,,,English
Agatha Christie,e,12.26,t,9.34,a,7.94,o,7.82,i,7.16,n,6.65,s,6.01,h,5.82,r,5.79,d,4.39,12.26,9.34,7.82,7.94,6.65,7.16,5.79,6.01,5.82,3.98,4.39,2.43,3.21,1.95,2.76,1.85,2.05,2.34,1.48,2.29,,,,,,English
Agnes C. (Agnes Christina) Laut,e,12.43,t,9.02,a,7.9,o,7.73,n,7.39,r,7.02,s,6.51,i,6.2,h,5.66,d,4.44,12.43,9.02,7.73,7.9,7.39,6.2,7.02,6.51,5.66,3.6,4.44,2.77,2.53,2.59,2.21,2.04,2.08,1.76,1.67,2.1,,,,,,English
Agnes Giberne,e,12.38,t,8.98,o,8.05,a,7.68,n,6.76,i,6.67,s,6.38,h,6.19,r,5.93,d,4.59,12.38,8.98,8.05,7.68,6.76,6.67,5.93,6.38,6.19,4.14,4.59,2.23,3.1,2.11,2.56,1.64,2.14,2.17,1.44,2.44,,,,,,English
Agnes Grainger Stewart,e,12.51,t,8.76,o,7.78,a,7.63,i,7.22,n,6.72,r,6.65,s,6.48,h,6.11,d,4.13,12.51,8.76,7.78,7.63,6.72,7.22,6.65,6.48,6.11,3.53,4.13,2.94,2.64,2.51,2.52,1.77,2.3,1.92,1.54,2.18,,,,,,English
Agnes Mary Frances (Robinson) Duclaux,e,12.94,t,8.88,a,8.1,o,7.48,n,6.84,s,6.74,r,6.72,i,6.38,h,5.72,l,4.48,12.94,8.88,7.48,8.1,6.84,6.38,6.72,6.74,5.72,4.48,3.86,2.75,2.94,2.66,2.31,1.81,1.9,1.68,1.45,1.97,,,,,,English
Albert Angus Turbayne,e,11.64,t,9.88,i,7.97,o,7.81,a,7.2,r,6.89,n,6.43,s,5.29,l,4.87,h,3.77,11.64,9.88,7.81,7.2,6.43,7.97,6.89,5.29,3.77,4.87,3.41,3.39,3.0,2.31,2.2,2.77,2.18,1.6,1.8,1.84,,,,,,English
Albert G. Mackey,e,12.76,t,9.86,o,7.79,i,7.74,a,7.49,n,7.19,s,6.59,r,6.1,h,5.54,d,3.85,12.76,9.86,7.79,7.49,7.19,7.74,6.1,6.59,5.54,3.65,3.85,3.1,2.45,2.65,2.61,1.92,1.84,1.72,1.61,1.58,,,,,,English
Alberta Powell Graham,e,11.67,a,8.7,t,8.43,n,7.64,o,7.3,i,7.07,r,6.57,s,6.42,h,5.28,d,4.32,11.67,8.43,7.3,8.7,7.64,7.07,6.57,6.42,5.28,3.92,4.32,3.27,2.74,2.15,2.79,1.95,2.08,1.92,1.8,1.81,,,,,,English
Aleksandr Sergeevich Pushkin,e,12.62,t,8.59,a,7.74,o,7.35,i,7.32,n,6.9,s,6.8,r,6.32,h,5.62,l,4.22,12.62,8.59,7.35,7.74,6.9,7.32,6.32,6.8,5.62,4.22,4.15,2.58,3.01,2.22,2.54,1.96,2.0,1.85,1.5,2.03,,,,,,English
Alexander Falconbridge,e,13.62,t,9.33,o,7.74,a,7.65,n,6.89,r,6.66,i,6.54,s,6.09,h,5.67,d,3.83,13.62,9.33,7.74,7.65,6.89,6.54,6.66,6.09,5.67,3.3,3.83,3.09,2.62,2.65,2.21,2.13,2.03,1.86,1.73,1.86,,,,,,English
"Alexander Hamilton, John Jay, and James Madison",e,13.36,t,10.71,o,7.89,i,7.64,n,7.3,a,7.17,s,6.26,r,5.91,h,5.15,l,3.52,13.36,10.71,7.89,7.17,7.3,7.64,5.91,6.26,5.15,3.52,3.32,3.33,2.83,2.7,2.33,2.31,1.42,1.54,1.65,1.51,,,,,,English
Alexander Pope,e,12.37,t,9.03,a,7.78,o,7.68,s,7.24,i,6.86,n,6.8,r,6.34,h,5.71,l,4.2,12.37,9.03,7.68,7.78,6.8,6.86,6.34,7.24,5.71,4.2,3.99,2.62,2.84,2.35,2.37,2.28,1.85,1.66,1.54,2.14,,,,,,English
Alexander Pushkin,e,12.72,t,8.99,a,8.07,o,7.53,i,6.93,n,6.83,s,6.34,h,6.27,r,6.22,d,4.58,12.72,8.99,7.53,8.07,6.83,6.93,6.22,6.34,6.27,3.76,4.58,2.43,2.81,2.2,2.6,1.78,2.01,1.81,1.42,2.19,,,,,,English
"Alexandre Dumas, Père",e,12.45,t,9.0,a,8.44,o,7.71,i,6.87,n,6.82,h,6.44,s,6.16,r,5.93,d,4.68,12.45,9.0,7.71,8.44,6.82,6.87,5.93,6.16,6.44,3.68,4.68,2.37,3.05,2.05,2.83,1.65,1.94,2.01,1.31,2.27,,,,,,English
Alexis de Toqueville,e,13.19,t,10.44,i,7.87,o,7.5,a,7.44,n,7.16,s,6.62,r,5.98,h,5.59,l,3.56,13.19,10.44,7.5,7.44,7.16,7.87,5.98,6.62,5.59,3.56,3.3,3.45,2.59,2.54,2.5,2.05,1.41,1.72,1.39,1.62,,,,,,English
Alfred Edgar (A. E.) Coppard,e,12.19,t,8.85,a,8.03,o,7.53,n,6.86,i,6.82,h,6.71,s,6.09,r,5.66,d,4.74,12.19,8.85,7.53,8.03,6.86,6.82,5.66,6.09,6.71,4.27,4.74,2.23,2.89,2.18,2.47,1.71,2.34,1.94,1.65,2.52,,,,,,English
Alfred Elwes,e,12.45,t,9.33,o,7.95,a,7.65,i,6.85,n,6.7,r,6.11,s,5.99,h,5.84,d,4.34,12.45,9.33,7.95,7.65,6.7,6.85,6.11,5.99,5.84,3.64,4.34,2.68,3.02,2.48,2.52,1.94,2.22,1.98,1.65,2.41,,,,,,English
Alfred Lord Tennyson,e,12.61,t,8.78,a,7.81,o,7.71,n,6.63,h,6.43,r,6.38,s,6.21,i,6.13,l,4.66,12.61,8.78,7.71,7.81,6.63,6.13,6.38,6.21,6.43,4.66,4.66,2.26,2.92,2.28,2.68,1.62,2.07,1.81,1.55,2.65,,,,,,English
Alfred Tennyson Tennyson,e,12.26,t,9.04,o,7.7,a,7.69,n,6.62,i,6.56,r,6.4,h,6.37,s,6.34,l,4.68,12.26,9.04,7.7,7.69,6.62,6.56,6.4,6.34,6.37,4.68,4.3,2.41,2.49,2.43,2.57,1.67,2.11,1.72,1.56,2.56,,,,,,English
Alfred William Benn,e,12.57,t,9.84,i,7.98,o,7.75,a,7.59,n,6.94,s,6.75,r,5.88,h,5.47,l,3.93,12.57,9.84,7.75,7.59,6.94,7.98,5.88,6.75,5.47,3.93,3.54,3.4,2.64,2.38,2.32,2.2,1.75,1.66,1.43,1.77,,,,,,English
"Alfred, Lord Tennyson",e,12.73,t,8.66,a,8.19,o,7.36,h,7.25,n,7.14,r,6.11,i,6.1,s,5.72,d,4.9,12.73,8.66,7.36,8.19,7.14,6.1,6.11,5.72,7.25,4.83,4.9,1.82,2.57,2.27,2.6,1.18,2.24,1.81,1.51,2.65,,,,,,English
Algernon Blackwood,e,12.41,t,9.59,a,7.67,o,7.49,n,7.1,i,7.09,s,6.17,h,5.93,r,5.62,d,4.47,12.41,9.59,7.49,7.67,7.1,7.09,5.62,6.17,5.93,3.91,4.47,2.53,2.9,2.49,2.47,1.88,2.35,1.79,1.43,2.33,,,,,,English
Alice Gerstenberg,e,12.38,t,9.43,o,7.91,a,7.68,i,7.02,n,6.46,s,5.98,r,5.71,h,5.5,l,4.14,12.38,9.43,7.91,7.68,6.46,7.02,5.71,5.98,5.5,4.14,3.67,2.99,3.67,1.9,2.31,1.72,2.27,2.51,1.48,2.35,,,,,,English
Alice Mabel Bacon,e,13.07,t,9.29,a,7.87,o,7.65,n,7.07,i,6.81,s,6.71,r,6.21,h,6.17,d,3.75,13.07,9.29,7.65,7.87,7.07,6.81,6.21,6.71,6.17,3.72,3.75,2.58,2.55,2.74,2.51,1.94,1.93,1.78,1.45,1.88,,,,,,English
Allen Chaffee,e,12.94,t,9.72,o,7.6,a,7.45,h,7.02,n,6.35,r,6.11,i,5.85,s,5.62,d,4.43,12.94,9.72,7.6,7.45,6.35,5.85,6.11,5.62,7.02,4.23,4.43,2.31,2.72,2.85,1.95,1.74,2.35,1.88,1.6,2.78,,,,,,English
Alvarado M. Fuller,e,12.81,t,9.52,a,7.93,o,7.62,n,6.89,i,6.87,s,6.07,h,6.04,r,6.04,d,4.23,12.81,9.52,7.62,7.93,6.89,6.87,6.04,6.07,6.04,3.87,4.23,2.87,2.82,2.39,2.37,1.79,1.91,1.89,1.65,2.14,,,,,,English
Ambrose Bierce,e,12.13,t,9.18,a,8.03,o,7.8,i,7.44,n,7.31,s,6.31,r,6.08,h,5.49,l,3.9,12.13,9.18,7.8,8.03,7.31,7.44,6.08,6.31,5.49,3.9,3.9,2.93,2.74,2.46,2.49,2.09,2.07,1.83,1.65,1.9,,,,,,English
Ambrose Coleman,e,12.63,t,9.45,a,7.76,i,7.74,o,7.59,n,7.2,s,6.68,r,6.51,h,5.63,l,3.74,12.63,9.45,7.59,7.76,7.2,7.74,6.51,6.68,5.63,3.74,3.58,3.09,2.56,2.44,2.29,2.35,1.82,1.72,1.39,1.7,,,,,,English
Amelia Alderson Opie,e,13.19,t,8.31,a,7.75,o,7.62,n,7.16,i,6.72,r,6.44,h,6.13,s,6.11,d,4.72,13.19,8.31,7.62,7.75,7.16,6.72,6.44,6.11,6.13,4.07,4.72,2.48,2.91,2.2,2.75,1.67,1.86,2.08,1.55,2.15,,,,,,English
An Anti-Slavery Convention of American Women,e,12.67,t,9.3,o,8.31,a,7.15,i,6.96,n,6.94,r,6.51,s,6.03,h,5.52,l,3.8,12.67,9.3,8.31,7.15,6.94,6.96,6.51,6.03,5.52,3.8,3.71,3.22,3.15,2.65,2.32,2.12,1.83,1.91,1.64,1.95,,,,,,English
Anatole France,e,12.84,t,8.72,a,7.94,o,7.38,i,7.18,n,6.82,s,6.26,h,6.19,r,6.1,d,4.52,12.84,8.72,7.38,7.94,6.82,7.18,6.1,6.26,6.19,4.01,4.52,2.7,3.04,2.31,2.53,1.8,2.1,1.66,1.51,2.04,,,,,,English
Andrew Lang,e,12.77,t,9.02,a,8.08,o,7.35,h,7.09,i,6.8,n,6.71,s,6.17,r,5.63,d,4.85,12.77,9.02,7.35,8.08,6.71,6.8,5.63,6.17,7.09,3.71,4.85,2.37,2.86,2.19,2.6,1.7,1.99,2.06,1.44,2.42,,,,,,English
Andr__ Ch__radame,e,12.71,t,9.45,a,8.21,i,7.38,n,7.37,o,7.27,r,6.62,s,6.4,h,4.87,l,4.22,12.71,9.45,7.27,8.21,7.37,7.38,6.62,6.4,4.87,4.22,3.04,3.04,2.76,2.62,2.51,2.15,2.08,1.86,1.68,1.61,,,,,,English
Ann Radcliffe,e,13.55,t,9.22,a,7.56,o,7.54,n,6.94,h,6.81,i,6.51,s,6.3,r,5.98,d,4.54,13.55,9.22,7.54,7.56,6.94,6.51,5.98,6.3,6.81,3.79,4.54,2.7,2.79,2.21,2.71,1.71,1.75,1.76,1.29,2.24,,,,,,English
Anna Katharine Green,e,12.54,t,9.07,o,7.91,a,7.66,i,7.07,n,6.72,h,6.29,s,6.2,r,5.99,d,4.43,12.54,9.07,7.91,7.66,6.72,7.07,5.99,6.2,6.29,3.66,4.43,2.62,2.91,2.27,2.76,1.91,1.82,2.06,1.42,2.58,,,,,,English
Anna Mary Galbraith,e,12.7,t,9.79,o,7.88,a,7.5,i,7.4,n,6.97,s,6.83,r,5.98,h,5.33,l,3.82,12.7,9.79,7.88,7.5,6.97,7.4,5.98,6.83,5.33,3.82,3.72,3.41,2.74,2.97,2.37,1.99,1.86,1.58,1.68,1.38,,,,,,English
Anna Sewell,e,12.14,t,9.02,a,8.49,o,8.14,n,6.62,h,6.49,i,6.09,s,5.96,r,5.8,d,4.91,12.14,9.02,8.14,8.49,6.62,6.09,5.8,5.96,6.49,4.0,4.91,1.91,2.93,1.99,2.62,1.35,2.27,2.31,1.6,2.82,,,,,,English
Anna Steese Richardson,e,12.65,t,9.08,o,7.85,a,7.6,r,6.88,n,6.68,i,6.49,s,6.4,h,5.25,d,4.0,12.65,9.08,7.85,7.6,6.68,6.49,6.88,6.4,5.25,3.91,4.0,2.96,3.09,2.3,2.52,1.92,2.02,2.22,1.53,2.08,,,,,,English
Anne Brontë,e,12.17,t,8.94,o,7.83,a,7.64,i,7.22,n,7.05,s,6.1,h,5.87,r,5.76,d,4.48,12.17,8.94,7.83,7.64,7.05,7.22,5.76,6.1,5.87,4.26,4.48,2.26,3.31,2.23,3.0,1.57,1.98,2.33,1.53,2.24,,,,,,English
Anne Douglas Sedgwick,e,12.75,t,8.62,a,8.22,o,7.55,n,6.96,i,6.63,h,6.39,s,6.32,r,5.77,d,4.72,12.75,8.62,7.55,8.22,6.96,6.63,5.77,6.32,6.39,4.17,4.72,2.09,2.87,2.09,2.61,1.5,1.99,2.4,1.55,2.43,,,,,,English
Annie Besant,e,12.21,t,9.8,o,7.74,i,7.65,a,7.3,n,6.82,s,6.56,r,5.99,h,5.62,l,4.19,12.21,9.8,7.74,7.3,6.82,7.65,5.99,6.56,5.62,4.19,3.41,2.99,3.02,3.08,2.37,2.05,2.18,1.75,1.51,1.72,,,,,,English
Annie S. Swan,e,12.83,t,8.83,a,7.95,o,7.19,n,6.9,i,6.7,h,6.54,r,6.39,s,6.08,d,4.62,12.83,8.83,7.19,7.95,6.9,6.7,6.39,6.08,6.54,4.0,4.62,2.25,2.8,2.33,2.41,1.63,2.2,2.1,1.65,2.41,,,,,,English
Anonymous,e,12.42,t,9.09,a,7.85,o,7.5,n,6.94,i,6.75,h,6.23,s,6.13,r,6.01,d,4.58,12.42,9.09,7.5,7.85,6.94,6.75,6.01,6.13,6.23,3.85,4.58,2.61,2.82,2.36,2.58,1.84,1.97,1.87,1.54,2.16,,,,,,English
Anthony Berkeley,e,11.99,t,9.67,o,8.3,a,7.62,i,6.92,n,6.84,s,6.06,r,5.96,h,5.91,d,4.08,11.99,9.67,8.3,7.62,6.84,6.92,5.96,6.06,5.91,4.06,4.08,2.4,3.1,1.97,2.44,1.8,2.29,2.56,1.51,2.22,,,,,,English
Anthony Hope,e,12.37,t,8.96,a,8.19,o,7.43,i,7.0,n,6.77,h,6.29,s,5.92,r,5.82,d,5.01,12.37,8.96,7.43,8.19,6.77,7.0,5.82,5.92,6.29,3.97,5.01,2.16,2.94,2.25,2.73,1.65,2.14,2.07,1.41,2.4,,,,,,English
Anthony Trollope,e,12.42,t,9.7,o,8.33,a,7.71,h,7.04,n,6.63,i,6.27,r,6.13,s,5.83,d,4.22,12.42,9.7,8.33,7.71,6.63,6.27,6.13,5.83,7.04,3.5,4.22,2.59,2.74,2.33,2.53,1.66,2.2,1.78,1.74,2.54,,,,,,English
Antoine Simon Maillard,e,12.83,t,10.36,o,7.89,a,7.44,i,7.1,n,6.98,s,6.37,h,6.25,r,6.21,l,3.3,12.83,10.36,7.89,7.44,6.98,7.1,6.21,6.37,6.25,3.3,3.2,2.91,2.68,2.53,2.61,1.82,1.98,1.97,1.48,1.77,,,,,,English
Anton Checkov,e,11.9,t,8.65,o,8.36,a,8.31,i,7.41,n,7.06,s,6.38,r,5.93,h,5.32,l,4.03,11.9,8.65,8.36,8.31,7.06,7.41,5.93,6.38,5.32,4.03,3.62,2.14,3.14,2.37,2.7,1.63,2.23,2.65,1.42,2.03,,,,,,English
Anton Chekhov,e,12.08,t,8.85,a,8.33,o,7.74,n,7.17,i,6.89,h,6.45,s,6.29,r,5.44,d,4.52,12.08,8.85,7.74,8.33,7.17,6.89,5.44,6.29,6.45,4.06,4.52,2.1,2.85,2.01,2.43,1.54,2.38,2.3,1.42,2.43,,,,,,English
Antonio Pigafetta,e,12.46,a,9.85,t,8.4,o,8.21,n,7.17,i,7.07,r,5.82,s,4.93,h,4.88,l,4.51,12.46,8.4,8.21,9.85,7.17,7.07,5.82,4.93,4.88,4.51,3.99,3.05,2.82,1.93,2.47,2.11,2.02,,1.37,1.51,1.26,,,,,English
Apicius,e,11.87,i,8.27,t,8.21,a,8.11,o,7.28,n,6.78,s,6.68,r,6.59,h,4.44,l,4.33,11.87,8.21,7.28,8.11,6.78,8.27,6.59,6.68,4.44,4.33,3.75,3.57,3.32,2.2,2.58,2.77,1.8,1.37,1.63,1.52,,,,,,English
Apollonius Rhodius,e,13.02,t,9.16,a,7.95,h,7.69,o,7.28,n,6.66,s,6.62,r,6.14,i,6.02,d,4.72,13.02,9.16,7.28,7.95,6.66,6.02,6.14,6.62,7.69,3.79,4.72,2.08,2.66,2.58,2.34,1.65,2.06,1.85,1.51,2.27,,,,,,English
Archibald Marshall,e,12.37,t,9.43,a,7.98,o,7.88,h,7.13,i,6.88,n,6.49,s,5.88,r,5.49,d,4.43,12.37,9.43,7.88,7.98,6.49,6.88,5.49,5.88,7.13,4.02,4.43,2.04,2.94,2.26,2.46,1.42,2.18,2.15,1.67,2.52,,,,,,English
Aristophanes,e,11.93,t,8.95,a,8.09,o,8.05,i,7.16,s,6.64,r,6.23,n,6.18,h,5.41,l,4.35,11.93,8.95,8.05,8.09,6.18,7.16,6.23,6.64,5.41,4.35,3.52,2.98,3.26,2.24,2.55,2.1,2.07,2.43,1.52,2.21,,,,,,English
Aristotle,e,12.84,t,10.02,o,7.95,a,7.69,i,7.32,n,6.92,s,6.87,h,5.99,r,5.99,l,3.52,12.84,10.02,7.95,7.69,6.92,7.32,5.99,6.87,5.99,3.52,3.13,3.12,2.63,2.5,2.44,1.97,1.68,1.73,1.67,1.87,,,,,,English
Arnold Bennett,e,11.96,t,9.62,o,8.41,a,7.6,i,7.46,n,7.03,r,6.06,s,5.94,h,4.72,l,3.86,11.96,9.62,8.41,7.6,7.03,7.46,6.06,5.94,4.72,3.86,3.34,2.87,3.6,2.53,2.46,2.1,2.07,2.67,1.48,1.8,,,,,,English
Arnold Henry Savage Landor,e,12.5,t,9.15,a,8.69,o,7.45,n,6.92,i,6.82,r,6.39,s,6.16,h,5.55,l,4.18,12.5,9.15,7.45,8.69,6.92,6.82,6.39,6.16,5.55,4.18,3.99,2.78,2.78,2.37,2.46,1.82,2.05,1.63,1.56,2.3,,,,,,English
Arrian of Nicomedia,e,12.6,t,9.2,a,8.97,i,7.07,o,6.86,n,6.81,h,6.58,s,6.55,r,6.25,d,4.32,12.6,9.2,6.86,8.97,6.81,7.07,6.25,6.55,6.58,3.3,4.32,2.87,2.52,2.38,2.39,1.87,1.76,1.63,1.5,1.86,,,,,,English
Arthur Applin,e,12.78,t,9.11,a,8.07,o,7.24,i,7.07,n,7.03,r,6.58,s,6.05,h,5.71,l,4.06,12.78,9.11,7.24,8.07,7.03,7.07,6.58,6.05,5.71,4.06,4.03,2.96,2.58,2.47,2.4,1.91,2.07,1.67,1.5,2.07,,,,,,English
Arthur Charles Fox-Davies,e,12.68,t,8.86,a,8.2,o,7.39,r,7.24,n,6.94,i,6.92,s,6.64,h,5.38,l,4.16,12.68,8.86,7.39,8.2,6.94,6.92,7.24,6.64,5.38,4.16,3.81,3.17,2.64,2.91,2.4,1.87,1.92,1.52,1.72,1.62,,,,,,English
Arthur Conan Doyle,e,12.32,t,9.06,a,8.07,o,7.84,i,6.9,n,6.64,h,6.42,s,6.18,r,5.88,d,4.27,12.32,9.06,7.84,8.07,6.64,6.9,5.88,6.18,6.42,3.91,4.27,2.58,3.05,2.16,2.69,1.68,1.9,2.07,1.47,2.59,,,,,,English
Arthur D. Howden Smith,e,12.55,t,8.75,a,8.1,o,7.57,s,6.39,i,6.39,h,6.38,n,6.38,r,6.2,d,4.59,12.55,8.75,7.57,8.1,6.38,6.39,6.2,6.39,6.38,4.05,4.59,2.46,3.18,2.31,2.6,1.77,2.02,2.15,1.56,2.37,,,,,,English
Arthur Dow,e,11.93,t,9.11,i,7.91,o,7.85,a,7.75,n,7.66,s,6.53,r,6.51,h,4.33,l,3.93,11.93,9.11,7.85,7.75,7.66,7.91,6.51,6.53,4.33,3.93,3.43,3.43,2.78,2.47,2.27,2.81,2.21,1.52,1.54,1.58,,,,,,English
Arthur G. Doughty,e,12.78,t,9.55,a,8.15,o,8.06,n,7.49,i,6.82,r,6.5,s,5.91,h,5.64,d,4.33,12.78,9.55,8.06,8.15,7.49,6.82,6.5,5.91,5.64,3.52,4.33,3.21,2.52,2.61,2.22,1.92,1.52,1.6,1.62,1.8,,,,,,English
Arthur Machen,e,12.54,t,9.26,a,8.13,o,7.7,n,7.03,i,6.81,s,6.09,r,6.0,h,5.96,d,4.4,12.54,9.26,7.7,8.13,7.03,6.81,6.0,6.09,5.96,3.91,4.4,2.59,2.95,2.23,2.51,1.63,2.01,2.03,1.5,2.32,,,,,,English
Arthur Preston Hankins,e,12.02,t,9.58,a,8.26,o,7.84,n,7.06,i,6.38,h,6.33,s,5.87,r,5.46,d,4.48,12.02,9.58,7.84,8.26,7.06,6.38,5.46,5.87,6.33,4.04,4.48,2.35,2.97,2.1,2.6,1.68,2.17,2.19,1.56,2.49,,,,,,English
Arthur Schopenhauer,e,12.55,t,9.7,i,8.07,o,7.51,a,7.49,n,7.21,s,6.73,h,5.71,r,5.61,l,4.09,12.55,9.7,7.51,7.49,7.21,8.07,5.61,6.73,5.71,4.09,3.3,3.19,2.66,2.74,2.34,1.99,1.64,1.77,1.37,1.92,,,,,,English
Auguste Renouard,e,12.66,t,9.7,o,7.72,a,7.64,i,7.52,n,6.86,s,6.65,r,6.01,h,5.19,l,4.03,12.66,9.7,7.72,7.64,6.86,7.52,6.01,6.65,5.19,4.03,3.74,3.49,2.94,2.71,2.48,2.12,1.71,1.52,1.87,1.33,,,,,,English
